Title,Created Date, Modified Date,Severity Level,Status
[User Discovery And Export Via Get-ADUser Cmdlet](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_powershell_user_discovery_get_aduser.yml),2022-09-09,2022-11-17,medium,test
[Net WebClient Casing Anomalies](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_powershell_webclient_casing.yml),2022-05-24,2023-01-05,high,test
[Suspicious X509Enrollment - Process Creation](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_powershell_x509enrollment.yml),2022-12-23,2022-12-23,medium,test
[Suspicious XOR Encoded PowerShell Command](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_powershell_xor_commandline.yml),2018-09-05,2023-01-30,medium,test
[Folder Compress To Potentially Suspicious Output Via Compress-Archive Cmdlet](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_powershell_zip_compress.yml),2021-07-20,2022-10-09,medium,test
[Arbitrary File Download Via PresentationHost.EXE](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_presentationhost_download.yml),2022-08-19,2023-11-09,medium,test
[XBAP Execution From Uncommon Locations Via PresentationHost.EXE](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_presentationhost_uncommon_location_exec.yml),2022-07-01,2023-11-09,medium,test
[Visual Studio NodejsTools PressAnyKey Arbitrary Binary Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_pressanykey_lolbin_execution.yml),2022-01-11,2023-04-11,medium,test
[Abusing Print Executable](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_print_remote_file_copy.yml),2020-10-05,2022-07-07,medium,test
[File Download Using ProtocolHandler.exe](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_protocolhandler_download.yml),2021-07-13,2023-11-09,medium,test
[Potential Provlaunch.EXE Binary Proxy Execution Abuse](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_provlaunch_potential_abuse.yml),2023-08-08,2023-08-08,medium,test
[Suspicious Provlaunch.EXE Child Process](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_provlaunch_susp_child_process.yml),2023-08-08,2023-08-08,high,test
[Screen Capture Activity Via Psr.EXE](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_psr_capture_screenshots.yml),2019-10-12,2024-01-04,medium,test
[PUA - 3Proxy Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_pua_3proxy_execution.yml),2022-09-13,2023-02-21,high,test
[PUA - Suspicious ActiveDirectory Enumeration Via AdFind.EXE](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_pua_adfind_enumeration.yml),2021-12-13,2023-03-05,high,test
[PUA - AdFind.EXE Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_pua_adfind_execution.yml),2025-02-26,2025-02-26,medium,experimental
[PUA - AdFind Suspicious Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_pua_adfind_susp_usage.yml),2021-02-02,2023-03-05,high,test
[PUA - AdvancedRun Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_pua_advancedrun.yml),2022-01-20,2023-02-21,medium,test
[PUA - AdvancedRun Suspicious Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_pua_advancedrun_priv_user.yml),2022-01-20,2023-02-21,high,test
[PUA - Advanced IP Scanner Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_pua_advanced_ip_scanner.yml),2020-05-12,2023-02-07,medium,test
[PUA - Advanced Port Scanner Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_pua_advanced_port_scanner.yml),2021-12-18,2023-02-07,medium,test
[PUA - Chisel Tunneling Tool Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_pua_chisel.yml),2022-09-13,2023-02-13,high,test
[PUA - CleanWipe Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_pua_cleanwipe.yml),2021-12-18,2023-02-14,high,test
[PUA - Crassus Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_pua_crassus.yml),2023-04-17,2023-04-17,high,test
[PUA - CsExec Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_pua_csexec.yml),2022-08-22,2023-02-21,high,test
[PUA - DefenderCheck Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_pua_defendercheck.yml),2022-08-30,2023-02-04,high,test
[PUA - DIT Snapshot Viewer](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_pua_ditsnap.yml),2020-07-04,2023-02-21,high,test
[PUA - Fast Reverse Proxy (FRP) Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_pua_frp.yml),2022-09-02,2024-11-23,high,test
[PUA- IOX Tunneling Tool Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_pua_iox.yml),2022-10-08,2024-11-23,high,test
[PUA - Mouse Lock Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_pua_mouselock_execution.yml),2020-08-13,2023-02-21,medium,test
[PUA - Netcat Suspicious Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_pua_netcat.yml),2021-07-21,2023-02-08,high,test
[PUA - SoftPerfect Netscan Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_pua_netscan.yml),2024-04-25,2024-04-25,medium,test
[PUA - Ngrok Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_pua_ngrok.yml),2021-05-14,2023-02-21,high,test
[PUA - Nimgrab Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_pua_nimgrab.yml),2022-08-28,2024-11-23,high,test
[PUA - NimScan Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_pua_nimscan.yml),2025-02-05,2025-02-05,medium,test
[PUA - NirCmd Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_pua_nircmd.yml),2022-01-24,2023-02-13,medium,test
[PUA - NirCmd Execution As LOCAL SYSTEM](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_pua_nircmd_as_system.yml),2022-01-24,2023-02-13,high,test
[PUA - Nmap/Zenmap Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_pua_nmap_zenmap.yml),2021-12-10,2023-12-11,medium,test
[PUA - NPS Tunneling Tool Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_pua_nps.yml),2022-10-08,2024-11-23,high,test
[PUA - NSudo Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_pua_nsudo.yml),2022-01-24,2023-02-13,high,test
[PUA - PingCastle Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_pua_pingcastle.yml),2024-01-11,2024-01-11,medium,test
[PUA - PingCastle Execution From Potentially Suspicious Parent](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_pua_pingcastle_script_parent.yml),2024-01-11,2024-01-11,high,test
[PUA - Process Hacker Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_pua_process_hacker.yml),2022-10-10,2024-11-23,medium,test
[PUA - Radmin Viewer Utility Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_pua_radmin.yml),2022-01-22,2023-12-11,medium,test
[PUA - Potential PE Metadata Tamper Using Rcedit](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_pua_rcedit_execution.yml),2022-12-11,2023-03-05,medium,test
[PUA - Rclone Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_pua_rclone_execution.yml),2021-05-10,2023-03-05,high,test
[PUA - RunXCmd Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_pua_runxcmd.yml),2022-01-24,2023-02-14,high,test
[PUA - Seatbelt Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_pua_seatbelt.yml),2022-10-18,2023-02-04,high,test
[PUA - System Informer Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_pua_system_informer.yml),2023-05-08,2024-11-23,medium,test
[PUA - WebBrowserPassView Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_pua_webbrowserpassview.yml),2022-08-20,2023-02-14,medium,test
[PUA - Wsudo Suspicious Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_pua_wsudo_susp_execution.yml),2022-12-02,2023-02-14,high,test
[PUA - Adidnsdump Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_python_adidnsdump.yml),2022-01-01,2023-02-21,low,test
[Python Inline Command Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_python_inline_command_execution.yml),2023-01-02,2025-01-20,medium,test
[Python Spawning Pretty TTY on Windows](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_python_pty_spawn.yml),2022-06-03,2022-06-03,high,test
[Potentially Suspicious Usage Of Qemu](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_qemu_suspicious_execution.yml),2024-06-03,2024-06-03,medium,test
[Query Usage To Exfil Data](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_query_session_exfil.yml),2022-08-01,2023-01-19,medium,test
[QuickAssist Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_quickassist_execution.yml),2024-12-19,2024-12-19,low,experimental
[Rar Usage with Password and Compression Level](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_rar_compression_with_password.yml),2020-05-12,2022-03-16,high,test
[Files Added To An Archive Using Rar.EXE](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_rar_compress_data.yml),2019-10-21,2023-02-05,low,test
[Suspicious Greedy Compression Using Rar.EXE](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_rar_susp_greedy_compression.yml),2022-12-15,2024-01-02,high,test
[Suspicious RASdial Activity](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_rasdial_execution.yml),2019-01-16,2021-11-27,medium,test
[Process Memory Dump via RdrLeakDiag.EXE](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_rdrleakdiag_process_dumping.yml),2021-09-24,2024-08-15,high,test
[Potentially Suspicious Execution Of Regasm/Regsvcs With Uncommon Extension](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_regasm_regsvcs_uncommon_extension_execution.yml),2023-02-13,2023-02-13,medium,test
[Potentially Suspicious Execution Of Regasm/Regsvcs From Uncommon Location](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_regasm_regsvcs_uncommon_location_execution.yml),2022-08-25,2023-02-13,medium,test
[Exports Critical Registry Keys To a File](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_regedit_export_critical_keys.yml),2020-10-12,2024-03-13,high,test
[Exports Registry Key To a File](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_regedit_export_keys.yml),2020-10-07,2024-03-13,low,test
[Imports Registry Key From a File](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_regedit_import_keys.yml),2020-10-07,2024-03-13,medium,test
[Imports Registry Key From an ADS](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_regedit_import_keys_ads.yml),2020-10-12,2024-03-13,high,test
[Regedit as Trusted Installer](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_regedit_trustedinstaller.yml),2021-05-27,2022-10-09,high,test
[Suspicious Registry Modification From ADS Via Regini.EXE](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_regini_ads.yml),2020-10-12,2023-02-08,high,test
[Registry Modification Via Regini.EXE](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_regini_execution.yml),2020-10-08,2023-02-08,low,test
[DLL Execution Via Register-cimprovider.exe](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_registry_cimprovider_dll_load.yml),2020-10-07,2021-11-27,medium,test
[Enumeration for 3rd Party Creds From CLI](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_registry_enumeration_for_credentials_cli.yml),2022-06-20,2025-05-22,medium,test
[Registry Export of Third-Party Credentials](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_registry_export_of_thirdparty_creds.yml),2025-05-22,2025-05-22,high,experimental
[IE ZoneMap Setting Downgraded To MyComputer Zone For HTTP Protocols Via CLI](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_registry_ie_security_zone_protocol_defaults_downgrade.yml),2023-09-05,2023-09-05,high,test
[Suspicious Debugger Registration Cmdline](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_registry_install_reg_debugger_backdoor.yml),2019-09-06,2022-08-06,high,test
[Potential Persistence Via Logon Scripts - CommandLine](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_registry_logon_script.yml),2019-01-12,2023-06-09,high,test
[Potential Credential Dumping Attempt Using New NetworkProvider - CLI](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_registry_new_network_provider.yml),2022-08-23,2023-02-02,high,test
[Python Function Execution Security Warning Disabled In Excel](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_registry_office_disable_python_security_warnings.yml),2023-08-22,2023-08-22,high,test
[Potential Privilege Escalation via Service Permissions Weakness](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_registry_privilege_escalation_via_service_key.yml),2019-10-26,2024-12-01,high,test
[Potential Provisioning Registry Key Abuse For Binary Proxy Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_registry_provlaunch_provisioning_command.yml),2023-08-08,2023-08-08,high,test
[Potential PowerShell Execution Policy Tampering - ProcCreation](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_registry_set_unsecure_powershell_policy.yml),2023-01-11,2023-01-11,high,test
[Hiding User Account Via SpecialAccounts Registry Key - CommandLine](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_registry_special_accounts_hide_user.yml),2022-05-14,2024-08-23,medium,experimental
[Persistence Via TypedPaths - CommandLine](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_registry_typed_paths_persistence.yml),2022-08-22,2022-08-22,medium,test
[Potential Regsvr32 Commandline Flag Anomaly](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_regsvr32_flags_anomaly.yml),2019-07-13,2024-03-13,medium,test
[Potentially Suspicious Regsvr32 HTTP IP Pattern](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_regsvr32_http_ip_pattern.yml),2022-01-11,2023-05-24,high,test
[Potentially Suspicious Regsvr32 HTTP/FTP Pattern](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_regsvr32_network_pattern.yml),2023-05-24,2023-05-26,medium,test
[Suspicious Regsvr32 Execution From Remote Share](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_regsvr32_remote_share.yml),2022-10-31,2022-10-31,high,test
[Potentially Suspicious Child Process Of Regsvr32](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_regsvr32_susp_child_process.yml),2022-05-05,2023-05-26,high,test
[Regsvr32 Execution From Potential Suspicious Location](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_regsvr32_susp_exec_path_1.yml),2023-05-26,2023-05-26,medium,test
[Regsvr32 Execution From Highly Suspicious Location](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_regsvr32_susp_exec_path_2.yml),2023-05-26,2023-05-26,high,test
[Regsvr32 DLL Execution With Suspicious File Extension](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_regsvr32_susp_extensions.yml),2021-11-29,2023-05-24,high,test
[Scripting/CommandLine Process Spawned Regsvr32](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_regsvr32_susp_parent.yml),2023-05-26,2023-05-26,medium,test
[Regsvr32 DLL Execution With Uncommon Extension](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_regsvr32_uncommon_extension.yml),2019-07-17,2023-05-24,medium,test
[Potential Persistence Attempt Via Run Keys Using Reg.EXE](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_reg_add_run_key.yml),2021-06-28,2025-02-17,medium,test
[Add SafeBoot Keys Via Reg Utility](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_reg_add_safeboot.yml),2022-09-02,2024-03-19,high,test
[Suspicious Reg Add BitLocker](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_reg_bitlocker.yml),2021-11-15,2022-09-09,high,test
[Dropping Of Password Filter DLL](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_reg_credential_access_via_password_filter.yml),2020-10-29,2022-10-09,medium,test
[Suspicious Windows Defender Folder Exclusion Added Via Reg.EXE](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_reg_defender_exclusion.yml),2022-02-13,2023-02-04,medium,test
[SafeBoot Registry Key Deleted Via Reg.EXE](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_reg_delete_safeboot.yml),2022-08-08,2023-02-04,high,test
[Service Registry Key Deleted Via Reg.EXE](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_reg_delete_services.yml),2022-08-01,2023-02-04,high,test
[Potentially Suspicious Desktop Background Change Using Reg.EXE](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_reg_desktop_background_change.yml),2023-12-21,2023-12-21,medium,test
[Direct Autorun Keys Modification](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_reg_direct_asep_registry_keys_modification.yml),2019-10-25,2025-02-17,medium,test
[Security Service Disabled Via Reg.EXE](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_reg_disable_sec_services.yml),2021-07-14,2023-06-05,high,test
[Dumping of Sensitive Hives Via Reg.EXE](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_reg_dumping_sensitive_hives.yml),2019-10-22,2023-12-13,high,test
[Windows Recall Feature Enabled Via Reg.EXE](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_reg_enable_windows_recall.yml),2024-06-02,2024-06-02,medium,test
[Enumeration for Credentials in Registry](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_reg_enumeration_for_credentials_in_registry.yml),2021-12-20,2022-12-25,medium,test
[Potential Suspicious Registry File Imported Via Reg.EXE](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_reg_import_from_suspicious_paths.yml),2022-08-01,2023-02-05,medium,test
[RestrictedAdminMode Registry Value Tampering - ProcCreation](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_reg_lsa_disable_restricted_admin.yml),2023-01-13,2023-12-15,high,test
[LSA PPL Protection Disabled Via Reg.EXE](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_reg_lsa_ppl_protection_disabled.yml),2022-03-22,2023-03-26,high,test
[Suspicious Query of MachineGUID](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_reg_machineguid.yml),2022-01-01,2022-01-01,low,test
[Modify Group Policy Settings](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_reg_modify_group_policy_settings.yml),2022-08-19,2022-08-19,medium,test
[Enable LM Hash Storage - ProcCreation](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_reg_nolmhash.yml),2023-12-15,2023-12-22,high,test
[Suspicious Reg Add Open Command](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_reg_open_command.yml),2021-12-20,2022-12-25,medium,test
[Potential Configuration And Service Reconnaissance Via Reg.EXE](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_reg_query_registry.yml),2019-10-21,2023-02-05,medium,test
[Potential Tampering With RDP Related Registry Keys Via Reg.EXE](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_reg_rdp_keys_tamper.yml),2022-02-12,2023-02-05,high,test
[Suspicious ScreenSave Change by Reg.exe](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_reg_screensaver.yml),2021-08-19,2022-06-02,medium,test
[Changing Existing Service ImagePath Value Via Reg.EXE](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_reg_service_imagepath_change.yml),2021-12-30,2024-03-13,medium,test
[Detected Windows Software Discovery](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_reg_software_discovery.yml),2020-10-16,2022-10-09,medium,test
[Reg Add Suspicious Paths](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_reg_susp_paths.yml),2022-08-19,2022-10-10,high,test
[Disabled Volume Snapshots](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_reg_volsnap_disable.yml),2021-01-28,2023-12-15,high,test
[Suspicious Windows Defender Registry Key Tampering Via Reg.EXE](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_reg_windows_defender_tamper.yml),2022-03-22,2023-06-05,high,test
[Write Protect For Storage Disabled](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_reg_write_protect_for_storage_disabled.yml),2021-06-11,2024-01-18,medium,test
[Remote Access Tool - AnyDesk Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_remote_access_tools_anydesk.yml),2022-02-11,2025-02-24,medium,test
[Remote Access Tool - AnyDesk Piped Password Via CLI](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_remote_access_tools_anydesk_piped_password_via_cli.yml),2022-09-28,2023-03-05,medium,test
[Remote Access Tool - AnyDesk Execution With Known Revoked Signing Certificate](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_remote_access_tools_anydesk_revoked_cert.yml),2024-02-08,2024-02-08,medium,test
[Remote Access Tool - AnyDesk Silent Installation](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_remote_access_tools_anydesk_silent_install.yml),2021-08-06,2023-03-05,high,test
[Remote Access Tool - Anydesk Execution From Suspicious Folder](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_remote_access_tools_anydesk_susp_exec.yml),2022-05-20,2025-02-24,high,test
[Remote Access Tool - GoToAssist Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_remote_access_tools_gotoopener.yml),2022-02-13,2023-03-05,medium,test
[Remote Access Tool - LogMeIn Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_remote_access_tools_logmein.yml),2022-02-11,2023-03-05,medium,test
[Remote Access Tool - MeshAgent Command Execution via MeshCentral](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_remote_access_tools_meshagent_exec.yml),2024-09-22,2024-09-22,medium,experimental
[Remote Access Tool - NetSupport Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_remote_access_tools_netsupport.yml),2022-09-25,2023-03-06,medium,test
[Remote Access Tool - NetSupport Execution From Unusual Location](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_remote_access_tools_netsupport_susp_exec.yml),2022-09-19,2024-11-23,medium,test
[Remote Access Tool - RURAT Execution From Unusual Location](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_remote_access_tools_rurat_non_default_location.yml),2022-09-19,2023-03-05,medium,test
[Remote Access Tool - ScreenConnect Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_remote_access_tools_screenconnect.yml),2022-02-13,2023-03-05,medium,test
[Remote Access Tool - ScreenConnect Installation Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_remote_access_tools_screenconnect_installation_cli_param.yml),2021-02-11,2024-02-26,medium,test
[Remote Access Tool - ScreenConnect Remote Command Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_remote_access_tools_screenconnect_remote_execution.yml),2023-10-10,2024-02-26,low,test
[Remote Access Tool - ScreenConnect Potential Suspicious Remote Command Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_remote_access_tools_screenconnect_remote_execution_susp.yml),2022-02-25,2024-02-28,medium,test
[Remote Access Tool - ScreenConnect Server Web Shell Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_remote_access_tools_screenconnect_webshell.yml),2024-02-26,2024-02-26,high,test
[Remote Access Tool - Simple Help Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_remote_access_tools_simple_help.yml),2024-02-23,2024-02-23,medium,test
[Remote Access Tool - Team Viewer Session Started On Windows Host](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_remote_access_tools_teamviewer_incoming_connection.yml),2024-03-11,2024-03-11,low,test
[Remote Access Tool - UltraViewer Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_remote_access_tools_ultraviewer.yml),2022-09-25,2024-03-14,medium,test
[Discovery of a System Time](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_remote_time_discovery.yml),2019-10-24,2022-06-28,low,test
[Renamed AdFind Execution](https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/proc_creation_win_renamed_adfind.yml),2022-08-21,2025-02-26,high,test
